contentid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,modifiedtime,firstimage,firstimage2,cat1,cat2,cat3,contenttypeid,NX,NY
2614721,몰운대 (부산 국가지질공원),부산광역시 사하구 다대동,산 144,6.0,10.0,128.9699333,35.04028136,20230600000000.0,http://tong.visitkorea.or.kr/cms/resource/95/2675495_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2675495_image2_1.jpg,A01,A0101,A01011200,12,95,72
127842,몰운대(정선),강원특별자치도 정선군 화암면 약수길 1330,(화암면),32.0,11.0,128.8117487,37.31815595,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/00/3100000_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/3100000_image3_1.jpg,A01,A0101,A01010400,12,91,121
250427,몽고정,경상남도 창원시 마산합포구 자산동,118,36.0,16.0,128.5686277,35.20312524,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/36/3071836_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3071836_image3_1.jpg,A02,A0201,A02010700,12,88,75
1213516,몽골문화촌,경기도 남양주시 수동면 비룡로 1635,,31.0,9.0,127.2759606,37.75807624,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/22/1782022_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1782022_image3_1.jpg,A02,A0203,A02030100,12,64,130
129621,몽대포구,충청남도 태안군 남면 몽대로 495-71,(남면),34.0,14.0,126.2727428,36.67284536,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/55/3343555_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3343555_image3_1.jpg,A01,A0101,A01011400,12,47,106
125483,몽덕산,경기도 가평군 북면 화악리,,31.0,1.0,127.6030556,37.95497046,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/55/1900155_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/1900155_image3_1.jpg,A01,A0101,A01010400,12,69,134
2768103,몽돌해수욕장(옹진군),인천광역시 옹진군 영흥면 내리 1212-28,,2.0,9.0,126.4675615,37.28413356,20230400000000.0,http://tong.visitkorea.or.kr/cms/resource/48/2791248_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/2791248_image2_1.JPG,A01,A0101,A01011200,12,50,120
2759671,몽돌해수욕장/몽돌해변,전북특별자치도 군산시 옥도면 선유도1길 238-7,,37.0,2.0,126.4022891,35.82848883,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/42/2759842_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2759842_image2_1.jpg,A01,A0101,A01011200,12,49,88
753981,몽마르뜨공원,서울특별시 서초구 반포대로37길 59,(반포동) 부근,1.0,15.0,127.0037402,37.4955435,20240800000000.0,,,A02,A0202,A02020700,12,59,124
128907,몽산리석가여래좌상,충청남도 태안군 남면 몽산리,산 182,34.0,14.0,126.2766729,36.67779207,20240500000000.0,,,A02,A0201,A02010700,12,47,106
2709592,몽산포항,충청남도 태안군 남면 몽산리,,34.0,14.0,126.2717791,36.6698679,20230800000000.0,,,A01,A0101,A01011400,12,47,106
125845,몽산포해수욕장,충청남도 태안군 남면 몽산포길 65-27,,34.0,14.0,126.2875471,36.67014036,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/86/3344186_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3344186_image3_1.jpg,A01,A0101,A01011200,12,47,106
2767553,몽토랑 산양목장,강원특별자치도 태백시 효자1길 27-2,(화전동),32.0,14.0,128.9641281,37.18202732,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/62/2836762_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2836762_image3_1.jpg,A02,A0203,A02030100,12,93,118
128872,묘각사(서울),서울특별시 종로구 종로63가길 31,(숭인동),1.0,23.0,127.0187671,37.57542616,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/08/1927908_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1927908_image3_1.jpg,A02,A0201,A02010800,12,60,126
304806,묘각사(영천),경상북도 영천시 자양면 용화길 499,,35.0,15.0,129.0090193,36.11493328,20240600000000.0,,,A02,A0201,A02010800,12,95,95
1610897,묘골마을,대구광역시 달성군 하빈면 육신사길 39-4,,4.0,3.0,128.4157941,35.90911225,20240500000000.0,,,A02,A0201,A02010600,12,85,90
2776386,묘관음사,부산광역시 기장군 장안읍 해맞이로 253-38,,6.0,3.0,129.2662747,35.32286631,20230200000000.0,,,A02,A0201,A02010800,12,100,78
3008489,묘도 봉화산 전망공원,전라남도 여수시 묘도동,산160,38.0,13.0,127.7032146,34.88423456,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/69/3008469_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3008469_image3_1.jpg,A02,A0205,A02050600,12,73,68
2755849,묘도선착장,전라남도 여수시 묘도1길 5,(묘도동),38.0,13.0,127.7116586,34.87143337,20230100000000.0,,,A01,A0101,A01011400,12,73,67
304811,묘심사(부산),부산광역시 동구 망양로 671,(수정동),6.0,5.0,129.0395054,35.12676185,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/32/3343332_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3343332_image3_1.jpg,A02,A0201,A02010800,12,96,74
1957399,묘장영당,전라남도 영광군 묘량면 동삼로1길 21,,38.0,16.0,126.5474515,35.25978089,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/88/2738788_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/2738788_image2_1.jpg,A02,A0201,A02010700,12,52,75
304812,묘적사,경기도 남양주시 와부읍 수레로661번길 174,,31.0,9.0,127.2613214,37.62344996,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/86/1589386_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1589386_image3_1.jpg,A02,A0201,A02010800,12,64,127
2765241,묘적사계곡,경기도 남양주시 와부읍 수레로661번길 17-2,,31.0,9.0,127.2719567,37.61815633,20230600000000.0,http://tong.visitkorea.or.kr/cms/resource/91/2765291_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/91/2765291_image2_1.JPG,A01,A0101,A01010900,12,64,127
2027193,무각사,광주광역시 서구 운천로 230,,5.0,5.0,126.8560351,35.15377028,20240500000000.0,,,A02,A0201,A02010800,12,57,73
2751258,무갑리계곡,경기도 광주시 초월읍 무갑길140번길 12,,31.0,5.0,127.3237382,37.42119679,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/91/2764191_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/91/2764191_image2_1.png,A01,A0101,A01010900,12,65,123
3074623,무거천 벚꽃길,울산광역시 남구 무거동,삼호로 15,7.0,2.0,129.2649074,35.54796878,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/22/3074622_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/3074622_image3_1.jpg,A02,A0203,A02030400,12,100,83
3013272,무계원,서울특별시 종로구 부암동,,1.0,23.0,126.9636244,37.59184548,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/12/3013012_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/3013012_image3_1.jpg,A02,A0203,A02030200,12,59,126
1603543,무궁화동산,서울특별시 종로구 궁정동 55-5,,1.0,23.0,126.9721572,37.58430762,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/69/1568069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/1568069_image3_1.jpg,A02,A0202,A02020700,12,59,126
2739425,무궁화동산,경기도 수원시 권선구 온정로91번길 462,(호매실동),31.0,13.0,126.9455631,37.2625056,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/63/2740863_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2740863_image2_1.jpg,A01,A0101,A01010500,12,58,119
2774013,무궁화수목원,강원특별자치도 홍천군 북방면 영서로 2937-12,,32.0,16.0,127.8350192,37.72129639,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/65/2774065_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2774065_image2_1.jpg,A01,A0101,A01010700,12,73,129
1937770,무궁화학습원(괴목정),충청남도 계룡시 신도안면 남선리,,34.0,16.0,127.2454145,36.32543268,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/77/3060477_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/77/3060477_image3_1.JPG,A02,A0202,A02020700,12,64,99
125946,무극전적 국민관광지,충청북도 음성군 음성읍 생음대로 594,,33.0,6.0,127.6464613,36.95059867,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/02/3335402_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/02/3335402_image3_1.JPG,A02,A0202,A02020200,12,71,113
2703786,무녀교,전북특별자치도 군산시 옥도면,,37.0,2.0,126.4441357,35.81333571,20240100000000.0,,,A02,A0205,A02050100,12,50,88
126292,무녀도‧선유도,전북특별자치도 군산시 옥도면,,37.0,2.0,126.4178633,35.80543616,20240500000000.0,,,A01,A0101,A01011300,12,49,87
1617733,무덕정,인천광역시 미추홀구 수봉로95번길 32,(숭의동),2.0,3.0,126.6615029,37.46006376,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/99/1577399_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1577399_image3_1.jpg,A02,A0201,A02010700,12,53,123
2698584,무덤덤투어(더휴앤),대구광역시 동구 반야월북로53길 10,103동 상가 113,4.0,4.0,128.7271482,35.87361923,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/33/2820133_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2820133_image2_1.jpg,A02,A0203,A02030400,12,90,90
127143,무등산,전라남도 화순군 이서면,", 광주광역시 동구, 북구, 담양군 남면 일대",38.0,24.0,127.0085557,35.12440117,20240500000000.0,,,A01,A0101,A01010400,12,60,73
2614777,무등산 화강암 (무등산권 국가지질공원),광주광역시 동구 필문대로 309,(서석동),5.0,3.0,126.9346396,35.14292005,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/76/2614776_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/76/2614776_image2_1.bmp,A01,A0102,A01020200,12,59,73
2755042,무등산 리프트모노레일(지산유원지),광주광역시 동구 지호로164번길 14-10,(지산동),5.0,3.0,126.9468578,35.14879182,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/92/2755292_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2755292_image2_1.jpg,A02,A0203,A02030400,12,59,73
3077141,무등산 바우정원,전라남도 화순군 화순읍 안양산로 604-15,,38.0,24.0,127.0197112,35.09011079,20231200000000.0,,,A02,A0202,A02020700,12,60,72
2606239,무등산 양떼목장,전라남도 화순군 화순읍 안양산로 537,,38.0,24.0,127.0118923,35.0953434,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/51/2608251_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/51/2608251_image2_1.PNG,A02,A0203,A02030100,12,60,72
2614783,무등산 정상3봉 (무등산 국가지질공원),광주광역시 북구 무등로 1550,(금곡동),5.0,4.0,126.9890014,35.14414583,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/78/2614778_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/78/2614778_image2_1.bmp,A01,A0101,A01010400,12,60,73
1074432,무등산 주상절리대,광주광역시 동구 용연동 산354-1,,5.0,3.0,126.998965,35.12005983,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/23/3029123_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3029123_image3_1.jpg,A01,A0102,A01020200,12,60,73
2614785,무등산 풍혈 (무등산권 국가지질공원),광주광역시 북구 무등로 1550,(금곡동),5.0,4.0,126.9890014,35.14414583,20240400000000.0,http://tong.visitkorea.or.kr/cms/resource/84/2614784_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/84/2614784_image2_1.bmp,A01,A0101,A01010500,12,60,73
127575,무등산국립공원,광주광역시 동구 동산길7번길 5 (운림동),,5.0,3.0,126.9480887,35.13146602,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/82/2716382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2716382_image3_1.jpg,A01,A0101,A01010100,12,59,73
2795061,무등산국립공원동부사무소,전라남도 화순군 화순읍 백운촌길 3-3,,38.0,24.0,126.9980692,35.06616312,20240500000000.0,,,A01,A0101,A01010100,12,60,71
128513,무등산수박마을,광주광역시 북구 송강로 236-3,(금곡동),5.0,4.0,126.9988776,35.17018473,20231000000000.0,,,A02,A0203,A02030100,12,60,74
126966,무등산편백자연휴양림(안양산자연휴양림),전라남도 화순군 이서면 안양산로 685,,38.0,24.0,127.0274077,35.09187461,20230300000000.0,http://tong.visitkorea.or.kr/cms/resource/50/2644350_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/50/2644350_image2_1.JPG,A01,A0101,A01010600,12,60,72
304813,무량사(경기),경기도 고양시 덕양구 대서문길 184,(북한동),31.0,2.0,126.9589925,37.65380486,20231200000000.0,,,A02,A0201,A02010800,12,58,128
127676,무량사(),충청남도 부여군 무량로 203,,34.0,6.0,126.6933615,36.31649353,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/09/2037209_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/2037209_image3_1.jpg,A02,A0201,A02010800,12,54,99
3082713,무령고개,전북특별자치도 장수군 번암면 지지리,,37.0,11.0,127.6143749,35.64408622,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/06/3082706_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/3082706_image3_1.jpg,A01,A0101,A01010400,12,71,84
1957401,무령서원,전라남도 영광군 영광읍 와룡로2길 16,,38.0,16.0,126.5036824,35.28956568,20240100000000.0,,,A02,A0201,A02010700,12,51,76
2773848,무릉 달빛 호암소,강원특별자치도 동해시 삼화동 산267,(삼화동),32.0,3.0,128.9986584,37.45454386,20240700000000.0,,,A01,A0101,A01010500,12,94,124
125677,무릉계곡,강원특별자치도 동해시 삼화로 538,(삼화동),32.0,3.0,129.015801,37.4640431,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/00/2741900_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2741900_image3_1.jpg,A01,A0101,A01010900,12,94,124
125673,무릉계곡 용추폭포(강원),강원특별자치도 동해시 삼화로 538,(무릉계곡관광안내소),32.0,3.0,129.0193674,37.46344879,20231100000000.0,,,A01,A0101,A01010800,12,94,124
2900711,무릉교,경상남도 산청군 금서면 특리,산81,36.0,9.0,127.8283448,35.43659958,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/90/2900690_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2900690_image3_1.jpg,A02,A0205,A02050100,12,74,80
2781609,무릉도원수목원,경기도 부천시 춘의동,382,31.0,11.0,126.8182152,37.50335317,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/00/2782000_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2782000_image2_1.jpg,A01,A0101,A01010700,12,56,124
2820546,무릉별유천지,강원특별자치도 동해시 이기로 97 (삼화동),,32.0,3.0,129.0330713,37.47600872,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/54/3090654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/3090654_image3_1.jpg,A02,A0202,A02020600,12,94,125
3008007,무민랜드 제주,제주특별자치도 서귀포시 병악로 420,,39.0,3.0,126.3817037,33.30701331,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/88/3007988_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/3007988_image3_1.jpg,A02,A0202,A02020600,12,49,33
1608711,무민사,부산광역시 남구 무민사로33번길 11-15,,6.0,4.0,129.0802995,35.11284194,20230900000000.0,,,A02,A0201,A02010700,12,97,73
129486,무민사(남해),경상남도 남해군 미조면 남해대로 14-11,,36.0,5.0,128.0414699,34.71714529,20230500000000.0,http://tong.visitkorea.or.kr/cms/resource/98/1954898_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/1954898_image3_1.jpg,A02,A0201,A02010700,12,79,64
814004,무병장수마을,전북특별자치도 장수군 계북면 토옥동로 114,,37.0,11.0,127.6396711,35.80648213,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/47/1976047_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/1976047_image3_1.jpg,A02,A0203,A02030100,12,71,88
304814,무봉사,경상남도 밀양시 영남루1길 16-11,,36.0,7.0,128.7565868,35.49169622,20240600000000.0,,,A02,A0201,A02010800,12,91,81
3017579,무봉산,경기도 화성시 중동,산129-6,31.0,31.0,127.1529154,37.20515205,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/08/3004208_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/3004208_image3_1.jpg,A01,A0101,A01010400,12,62,118
128684,무산사,경상남도 함안군 칠서면 무릉길 75,(칠서면),36.0,19.0,128.515943,35.32385238,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/49/3077449_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/3077449_image3_1.jpg,A02,A0201,A02010700,12,87,78
128874,무상사(계룡),충청남도 계룡시 엄사면 향적산길 129,,34.0,16.0,127.2123128,36.29175817,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/06/3057306_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/06/3057306_image3_1.JPG,A02,A0201,A02010800,12,63,98
250129,무섬 외나무다리,경상북도 영주시 문수면 무섬로234번길 31-12,,35.0,14.0,128.621747,36.73093917,20240500000000.0,,,A02,A0205,A02050100,12,88,108
126401,무성서원 [유네스코 세계유산],전북특별자치도 정읍시 칠보면 원촌1길 44-12,,37.0,13.0,126.9839541,35.60168007,20240500000000.0,,,A02,A0201,A02010700,12,59,83
2029190,무쇠달마을,경상북도 영주시 풍기읍 죽령로1513번길 64,,35.0,14.0,128.4645895,36.89564512,20230300000000.0,http://tong.visitkorea.or.kr/cms/resource/71/2020871_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2020871_image3_1.jpg,A02,A0203,A02030100,12,85,112
2759649,무수골계곡,서울특별시 도봉구 도봉로169길 265,(도봉동),1.0,10.0,127.0323019,37.67635633,20230600000000.0,,,A01,A0101,A01010900,12,60,128
126467,무수천,제주특별자치도 제주시 애월읍 무수천길,(애월읍) 일대,39.0,4.0,126.4470473,33.46276656,20231200000000.0,,,A01,A0101,A01010900,12,50,36
803712,무수천하마을,대전광역시 중구 운남로37번길 66,(무수동),3.0,5.0,127.4018934,36.28026561,20230500000000.0,http://tong.visitkorea.or.kr/cms/resource/79/2630979_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/79/2630979_image2_1.bmp,A02,A0203,A02030100,12,67,98
2777896,무슬목해변,전라남도 여수시 돌산읍 돌산로 2876,,38.0,13.0,127.7759245,34.6822779,20230400000000.0,http://tong.visitkorea.or.kr/cms/resource/70/2796670_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2796670_image2_1.jpg,A01,A0101,A01011200,12,74,63
2769582,무심천 벚꽃 거리,충청북도 청주시 서원구 사직동 78-2,,33.0,10.0,127.4832596,36.63986755,20240400000000.0,http://tong.visitkorea.or.kr/cms/resource/30/2769730_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2769730_image2_1.jpg,A01,A0101,A01010500,12,68,106
126531,무악산 동봉수대 터,서울특별시 서대문구 봉원동,(봉원동),1.0,14.0,126.9462487,37.57566927,20240700000000.0,,,A02,A0201,A02010200,12,58,126
801918,무안 감풀마을 [농촌전통테마],전라남도 무안군 현경면 석북길 91-66,,38.0,9.0,126.406055,35.06133988,20230200000000.0,http://tong.visitkorea.or.kr/cms/resource/83/2515483_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2515483_image2_1.jpg,A02,A0203,A02030200,12,49,71
323489,무안 도요지,전라남도 무안군 몽탄면 몽탄로 940-1,,38.0,9.0,126.4995779,34.92389305,20230300000000.0,http://tong.visitkorea.or.kr/cms/resource/34/2516034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/2516034_image2_1.jpg,A02,A0201,A02010600,12,51,68
3014710,무안 물맞이 치유의 숲,전라남도 무안군 무안읍 물맞이길 153-16,,38.0,9.0,126.4752511,34.96920976,20230900000000.0,,,A01,A0101,A01010400,12,51,69
1624039,무안 박봉기 가옥,전라남도 무안군 무안읍 수양길 104-13,,38.0,9.0,126.4513661,35.0143015,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/20/1608320_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1608320_image3_1.jpg,A02,A0201,A02010400,12,50,70
250310,무안 발산마을미륵당산,전라남도 무안군 해제면 광산리,,38.0,9.0,126.2806014,35.09578115,20240500000000.0,,,A02,A0201,A02010900,12,47,72
129364,무안 백련흑콩마을(두레미마을),전라남도 무안군 일로읍 백련로 365,,38.0,9.0,126.5319822,34.85771216,20230800000000.0,http://tong.visitkorea.or.kr/cms/resource/43/2516043_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2516043_image2_1.jpg,A02,A0203,A02030100,12,52,67
129211,무안 식영정,전라남도 무안군 몽탄면 호반로 562-15,,38.0,9.0,126.5164763,34.92871501,20240600000000.0,,,A02,A0201,A02010700,12,51,68
126615,무안 용월리 백로와 왜가리 번식지,전라남도 무안군 무안읍 백로로 266-1,,38.0,9.0,126.4870712,35.01326887,20240100000000.0,,,A01,A0101,A01010500,12,51,70
129210,무안 유교리고가,전라남도 무안군 삼향읍 유교길 53-5,(삼향읍),38.0,9.0,126.4382824,34.84744788,20240200000000.0,,,A02,A0201,A02010400,12,50,66
3060575,무안 전통생활문화 테마파크,전라남도 무안군 몽탄면 사옥길 12,,38.0,9.0,126.5021229,34.89237443,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/40/3060540_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3060540_image3_1.jpg,A02,A0202,A02020600,12,51,67
1624064,무안 청천리 팽나무와 개서어나무 숲,전라남도 무안군 청계면 청천길 71-6,(청계면) 외,38.0,9.0,126.459897,34.96751525,20240200000000.0,,,A01,A0102,A01020100,12,50,69
1667201,무안 하늘백련마을(백련지마을),전라남도 무안군 일로읍 백련로 339-2,,38.0,9.0,126.5300823,34.85942027,20230800000000.0,http://tong.visitkorea.or.kr/cms/resource/65/2516665_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2516665_image2_1.jpg,A02,A0203,A02030100,12,52,67
2924906,무안낙지골목,전라남도 무안군 성남1길 171 성경식당,,38.0,9.0,126.4769339,34.98750772,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/90/2924890_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/2924890_image3_1.JPG,A02,A0203,A02030600,12,51,70
2748362,무안낙지공원,전라남도 무안군 망운면 송현리 451-48,,38.0,9.0,126.3526278,35.00461763,20230200000000.0,,,A02,A0202,A02020700,12,48,70
129209,무안망운면의곰솔,전라남도 무안군 망운면 두모길 35,(망운면) 부근,38.0,9.0,126.3674792,35.00686485,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/36/2516036_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2516036_image2_1.jpg,A01,A0102,A01020100,12,49,70
252546,무안박씨무의공파종택,경상북도 영덕군 축산면 도곡길 17-4,,35.0,12.0,129.4091392,36.51014049,20240600000000.0,,,A02,A0201,A02010400,12,102,104
1624083,무안향교,전라남도 무안군 무안읍 향교길 20,,38.0,9.0,126.4676235,34.98987675,20240200000000.0,,,A02,A0201,A02010700,12,50,70
1330332,무안황토갯벌랜드(구 무안생태갯벌센터),전라남도 무안군 해제면 만송로 36,,38.0,9.0,126.3297276,35.09588472,20240600000000.0,,,A01,A0101,A01010500,12,48,72
127603,무안회산백련지,전라남도 무안군 일로읍 백련로 333,,38.0,9.0,126.5299101,34.86012574,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/56/2399156_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2399156_image3_1.jpg,A01,A0101,A01010500,12,51,67
125877,무암사,충청북도 제천시 금성면 청풍호로39길 285,,33.0,7.0,128.2055421,37.03070254,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/07/3348507_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/3348507_image3_1.JPG,A02,A0201,A02010800,12,80,115
128546,무양산성(무한성),경기도 안성시 양성면 방신리,,31.0,16.0,127.1699685,37.03577471,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/84/486084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/486084_image3_1.jpg,A02,A0201,A02010200,12,62,114
129201,무양서원,광주광역시 광산구 산월로21번길 26,,5.0,1.0,126.8401046,35.20999699,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/21/3033521_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3033521_image3_1.jpg,A02,A0201,A02010700,12,57,74
1624105,무열사(나주),전라남도 나주시 다시면 무숙로 637-31,,38.0,6.0,126.6337641,35.0037696,20240200000000.0,,,A02,A0201,A02010700,12,53,70
1958240,무원서원,경상북도 영천시 신녕면 치산효령로 152-26,,35.0,15.0,128.7723226,36.0504056,20231200000000.0,,,A02,A0201,A02010700,12,91,94
1939448,무월마을,전라남도 담양군 대덕면 무월길 42,,38.0,7.0,127.0398966,35.26651899,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/84/2630984_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/84/2630984_image2_1.bmp,A02,A0203,A02030100,12,61,76
126357,무위사,전라남도 강진군 성전면 무위사로 308,,38.0,1.0,126.684766,34.74189438,20230500000000.0,http://tong.visitkorea.or.kr/cms/resource/60/1606660_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1606660_image3_1.jpg,A02,A0201,A02010800,12,54,64
129292,무의 까치놀섬마을,인천광역시 중구 대무의로301번길 19-16,,2.0,10.0,126.4107723,37.38468756,20230400000000.0,http://tong.visitkorea.or.kr/cms/resource/49/2512649_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2512649_image2_1.jpg,A02,A0203,A02030100,12,49,122
126797,무의도,인천광역시 중구 대무의로 310-11,,2.0,10.0,126.4249153,37.38934004,20240500000000.0,,,A01,A0101,A01011300,12,49,122
2783141,무의바다누리길,인천광역시 중구 무의동,,2.0,10.0,126.4426141,37.37416156,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/78/3302878_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3302878_image3_1.jpg,A01,A0101,A01010500,12,50,121
2752132,무장산,경상북도 경주시 덕동길 665,(암곡동),35.0,2.0,129.322107,35.87524132,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/44/2752144_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2752144_image2_1.jpg,A01,A0101,A01010400,12,101,90
1954779,무장향교,전북특별자치도 고창군 무장면 교흥교촌길 9,,37.0,1.0,126.5661512,35.42767884,20240200000000.0,,,A02,A0201,A02010700,12,52,79
1624600,무장향교 대성전,전북특별자치도 고창군 무장면 교흥교촌길 9,(무장면),37.0,1.0,126.5658485,35.42786771,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/77/1602977_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1602977_image3_1.jpg,A02,A0201,A02010700,12,52,79
