contentid,title,addr1,addr2,areacode,sigungucode,mapx,mapy,modifiedtime,firstimage,firstimage2,cat1,cat2,cat3,contenttypeid,NX,NY
2768075,하리선착장,인천광역시 강화군 삼산면 삼산북로 886,,2.0,1.0,126.2875936,37.72845926,20240100000000.0,,,A01,A0101,A01011400,12,47,129
2787164,하리선착장,부산광역시 영도구 동삼동 764-7,,6.0,14.0,129.0815033,35.07041337,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/42/2798142_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/42/2798142_image2_1.JPG,A01,A0101,A01011400,12,97,72
127871,하맹방해변,강원특별자치도 삼척시 근덕면 하맹방길,,32.0,4.0,129.2256955,37.39357753,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/36/3071036_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3071036_image3_1.jpg,A01,A0101,A01011200,12,98,123
129695,하멜 체류지와  성동리 은행나무,전라남도 강진군 병영면 성동리,,38.0,1.0,126.8200935,34.72005464,20240600000000.0,,,A02,A0201,A02010700,12,57,64
1620997,하멜기념비,제주특별자치도 서귀포시 안덕면 사계리 112-3,,39.0,3.0,126.31465,33.23374812,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/18/1954918_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1954918_image3_1.jpg,A02,A0205,A02050200,12,48,31
2612863,하멜등대,전라남도 여수시 하멜로 96,,38.0,13.0,127.7484366,34.7368102,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/40/3080240_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3080240_image3_1.jpg,A01,A0101,A01011600,12,73,64
3031541,하모체육공원,제주특별자치도 서귀포시 대정읍 하모리,Mar-39,39.0,3.0,126.2524363,33.21865437,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/37/3031537_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3031537_image3_1.jpg,A02,A0202,A02020700,12,47,31
1620883,하모해변,제주특별자치도 서귀포시 대정읍 최남단해안로,(하모리),39.0,3.0,126.2618662,33.21152753,20230200000000.0,,,A01,A0101,A01011200,12,47,31
2732452,하미앙 와인밸리,경상남도 함양군 함양읍 삼봉로 442-14,,36.0,20.0,127.6717994,35.46922368,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/84/2730584_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2730584_image3_1.jpg,A02,A0204,A02040800,12,72,80
2761714,하방 인공습지(비점오염저감시설),충청북도 충주시 봉방동,509-3,33.0,11.0,127.9025208,36.97775024,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/33/2761733_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2761733_image2_1.jpg,A01,A0101,A01010500,12,75,113
3010998,하비스트랜드,전라남도 장성군 남면 청양길 46-16,,38.0,19.0,126.7736485,35.24333099,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/84/3010984_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/3010984_image3_1.jpg,A02,A0203,A02030100,12,56,75
3060353,하비주커피,경상남도 합천군 합천읍 마령로 593-17,,36.0,21.0,128.147567,35.63284699,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/74/3051774_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/74/3051774_image3_1.JPG,A02,A0203,A02030100,12,80,84
2793253,하사마을,전라남도 구례군 마산면 하사3길 6,,38.0,5.0,127.5064152,35.21005283,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/89/2800089_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2800089_image2_1.jpg,A02,A0203,A02030100,12,69,75
799142,하선대,경상북도 포항시 남구 동해면 호미로2628번길 79,(동해면) 일대,35.0,23.0,129.4847692,36.01776444,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/60/204960_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/204960_image3_1.jpg,A01,A0102,A01020200,12,103,93
127878,하섬,전북특별자치도 부안군 변산면,,37.0,6.0,126.4854441,35.66383677,20240500000000.0,,,A01,A0101,A01011300,12,51,84
2743387,하섬전망대,전북특별자치도 부안군 변산면 마포리 385-19,,37.0,6.0,126.4955184,35.65589062,20240100000000.0,,,A02,A0205,A02050600,12,51,84
1579780,하성,경상남도 거창군 웅양면 한기리,(웅양면),36.0,2.0,127.9301045,35.87857913,20231200000000.0,,,A02,A0201,A02010200,12,76,89
127951,하슬라아트월드,강원특별자치도 강릉시 강동면 율곡로 1441,,32.0,1.0,129.0102329,37.70653168,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/77/3349677_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3349677_image3_1.jpg,A02,A0206,A02060500,12,94,130
2760918,하얀마음선원관음사,경기도 성남시 분당구 방아로46번길 26,(이매동),31.0,12.0,127.1337895,37.39669897,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/05/2760905_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/05/2760905_image2_1.JPG,A02,A0201,A02010800,12,62,122
2996143,하양꽃빛마을포레오협동조합,충청남도 금산군 신안사로 718,신안골모퉁이카페,34.0,2.0,127.5727789,36.15157223,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/36/2996136_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2996136_image3_1.jpg,A02,A0203,A02030400,12,70,95
2997637,하양생활체육공원,경상북도 경산시 용천제방길 33,,35.0,1.0,128.8309519,35.91099193,20230800000000.0,,,A02,A0202,A02020700,12,92,91
485683,하양포교당(경산),경상북도 경산시 하양읍 도리3길 12,,35.0,1.0,128.8178556,35.9183853,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/52/1968352_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1968352_image3_1.jpg,A02,A0201,A02010800,12,92,91
1955163,하양향교,경상북도 경산시 하양읍 교리길20길 12-5,,35.0,1.0,128.8140168,35.92887848,20240400000000.0,,,A02,A0201,A02010700,12,92,91
127912,하옥계곡,경상북도 포항시 북구 죽장면,,35.0,23.0,129.2525477,36.31277657,20240300000000.0,http://tong.visitkorea.or.kr/cms/resource/21/2671621_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2671621_image3_1.jpg,A01,A0101,A01010900,12,99,100
3035658,하우고개,경기도 시흥시 대야동,,31.0,14.0,126.7826138,37.47035359,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/45/3002545_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3002545_image3_1.jpg,A01,A0101,A01010500,12,55,124
2767885,하우목동항,제주특별자치도 제주시 우도면 우도해안길 353,,39.0,4.0,126.9431309,33.50975266,20231000000000.0,,,A01,A0101,A01011400,12,59,37
3074727,하우스 오브 아로마티카,서울특별시 강남구 강남대로162길 41-4,,1.0,1.0,127.0217323,37.52132694,20240800000000.0,,,A02,A0204,A02040600,12,60,125
3303346,하우스오브레퓨즈,제주특별자치도 제주시 애월읍 하소로 735,,39.0,4.0,126.3960166,33.41931223,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/33/3303333_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/33/3303333_image3_1.JPG,A02,A0203,A02030400,12,49,35
1624814,하우현성당,경기도 의왕시 원터아랫길 81-6,,31.0,24.0,127.0235079,37.39581932,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/16/3057916_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/16/3057916_image3_1.JPG,A02,A0201,A02010900,12,60,122
577831,하의도,전라남도 신안군 하의면 곰실길 20,,38.0,12.0,126.0363653,34.60622685,20230500000000.0,,,A01,A0101,A01011300,12,43,61
127756,하의도 토지항쟁비,전라남도 신안군 하의면 웅곡리,(하의면),38.0,12.0,126.0324685,34.60368541,20240500000000.0,,,A02,A0201,A02010700,12,43,61
1362194,하이원리조트,강원특별자치도 정선군 고한읍 하이원길 424,(고한읍),32.0,11.0,128.8377247,37.20672205,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/20/2733720_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2733720_image3_1.jpg,A02,A0202,A02020200,12,91,119
2714875,하이원리조트 HAO 웰니스,강원특별자치도 정선군 사북읍 하이원길 265,,32.0,11.0,128.821601,37.21272105,20230700000000.0,,,A02,A0202,A02020500,12,91,119
2783068,하이원리조트 알파인코스터,강원특별자치도 정선군 고한읍 하이원길 424,,32.0,11.0,128.8377247,37.20672205,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/63/2785663_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2785663_image2_1.jpg,A03,A0302,A03022700,12,91,119
2465418,하이트진로 강원공장,강원특별자치도 홍천군 북방면 도둔길 49,,32.0,16.0,127.8420444,37.69201659,20230700000000.0,,,A02,A0204,A02040600,12,74,129
2469138,하이트진로 전주공장,전북특별자치도 완주군 용진읍 신지송광로 25-33,,37.0,8.0,127.1756426,35.92059156,20240100000000.0,,,A02,A0204,A02040600,12,63,90
3022275,하이힐링원,강원특별자치도 영월군 상동읍 섬지골길 113,,32.0,8.0,128.7431188,37.13029013,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/69/3022269_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/3022269_image3_1.jpg,A02,A0202,A02020500,12,89,117
128620,하저어촌체험마을,전라남도 강진군 대구면 저두바닷길 19,,38.0,1.0,126.7912673,34.52723969,20230900000000.0,http://tong.visitkorea.or.kr/cms/resource/22/2516422_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2516422_image2_1.jpg,A02,A0203,A02030100,12,56,60
127160,하저해수욕장 (하저리 해수욕장),경상북도 영덕군 강구면 하저리,,35.0,12.0,129.4079234,36.38983469,20240600000000.0,,,A01,A0101,A01011200,12,102,101
2784660,하제선착장,전북특별자치도 군산시 옥서면 선연리,,37.0,2.0,126.6244116,35.90894452,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/27/3335627_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3335627_image3_1.jpg,A01,A0101,A01011400,12,53,90
2710734,하조대,강원특별자치도 양양군 현북면 하광정리,,32.0,7.0,128.7357257,38.02115654,20240700000000.0,,,A01,A0101,A01011100,12,89,136
129594,하조대 무인등대,강원특별자치도 양양군 현북면 조준길 99,,32.0,7.0,128.7348758,38.02110931,20231100000000.0,,,A01,A0101,A01011600,12,89,136
2913906,하조대전망대,강원특별자치도 양양군 현북면 하륜길 54,,32.0,7.0,128.7285402,38.02199242,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/00/2922200_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2922200_image3_1.jpg,A02,A0205,A02050600,12,89,136
125701,하조대해수욕장,강원특별자치도 양양군 현북면 하조대해안길 35,,32.0,7.0,128.7242655,38.02298944,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/73/2745273_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2745273_image3_1.jpg,A01,A0101,A01011200,12,88,136
126822,하조도,전라남도 진도군 조도면 창리길 47,,38.0,21.0,126.0477937,34.29670067,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/18/2025518_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/2025518_image2_1.JPG,A01,A0101,A01011300,12,43,54
129424,하조도 등대,전라남도 진도군 조도면 조도등대길 429,,38.0,21.0,126.0878815,34.3110747,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/19/2025519_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/2025519_image2_1.JPG,A01,A0101,A01011600,12,44,55
2793110,하존티마을,경상남도 하동군 청암면 하존길 51,,36.0,18.0,127.7887174,35.12970014,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/64/2796864_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/2796864_image2_1.jpg,A02,A0203,A02030100,12,74,73
2710610,하중도수변생태공원,강원특별자치도 춘천시 하중도 650-2,,32.0,13.0,127.6899694,37.87846987,20240500000000.0,http://tong.visitkorea.or.kr/cms/resource/33/2745933_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/2745933_image3_1.jpg,A01,A0101,A01010500,12,71,133
125628,하추리계곡,강원특별자치도 인제군 인제읍 하추리,,32.0,10.0,128.2996371,38.03058313,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/56/2607556_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/2607556_image3_1.jpg,A01,A0101,A01010900,12,81,136
2633029,하추리산촌마을,강원특별자치도 인제군 인제읍 하추로 187,,32.0,10.0,128.2814141,38.01988125,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/32/3347232_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3347232_image3_1.jpg,A02,A0203,A02030100,12,81,136
2774513,하추자연휴양림,강원특별자치도 인제군 인제읍 하추로 686,,32.0,10.0,128.3193325,38.03474969,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/61/3336461_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/3336461_image3_1.jpg,A01,A0101,A01010600,12,82,136
577805,하태도,전라남도 신안군 흑산면 장굴길 49-1,,38.0,12.0,125.2986133,34.3906756,20230800000000.0,,,A01,A0101,A01011300,12,29,57
3026536,하트나무,제주특별자치도 서귀포시 표선면 일주동로 6347-17,,39.0,3.0,126.7918959,33.30590051,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/13/3026513_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3026513_image3_1.jpg,A01,A0102,A01020100,12,57,33
2753965,하트해변,경상북도 울진군 죽변면 등대길 74-14,,35.0,18.0,129.4285432,37.059106,20230400000000.0,http://tong.visitkorea.or.kr/cms/resource/32/2754232_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/32/2754232_image2_1.png,A01,A0101,A01011200,12,101,116
2723767,하트해변(하누넘해수욕장),전라남도 신안군 비금면 하누넘해수욕장길 247,,38.0,12.0,125.8956132,34.75126381,20240600000000.0,http://tong.visitkorea.or.kr/cms/resource/94/2742094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2742094_image2_1.jpg,A01,A0101,A01011200,12,40,64
585542,하평해변,강원특별자치도 강릉시 사천면 진리해변길 155,,32.0,1.0,128.8719216,37.84428248,20240700000000.0,,,A01,A0101,A01011200,12,91,133
2716757,하평해변(동해),강원특별자치도 동해시 평릉동 40-1,,32.0,3.0,129.1164093,37.53358427,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/20/3339020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3339020_image3_1.jpg,A01,A0101,A01011200,12,96,126
613310,하피랜드,경기도 화성시 팔탄면 시청로 888,,31.0,31.0,126.8885015,37.16855991,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/26/1759126_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/1759126_image2_1.JPG,A02,A0202,A02020300,12,57,117
579990,하화도(고흥),전라남도 고흥군 도양읍 하화도길,(도양읍),38.0,2.0,127.1475341,34.49628521,20240800000000.0,,,A01,A0101,A01011300,12,63,59
2497099,하화도(여수),전라남도 여수시 화정면 아래꽃섬1길,,38.0,13.0,127.6238928,34.593288,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/45/3345945_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3345945_image3_1.jpg,A01,A0101,A01011300,12,71,61
1180879,하회 겸암정사,경상북도 안동시 풍천면 풍일로 181,,35.0,11.0,128.5133732,36.54258088,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/82/2367682_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/2367682_image3_1.jpg,A02,A0201,A02010700,12,86,104
127697,학가산자연휴양림,경상북도 예천군 보문면 휴양림길 210,(보문면),35.0,16.0,128.592465,36.67660316,20231100000000.0,,,A01,A0101,A01010600,12,87,107
1959414,학남서원,경상북도 청도군 각남면 구곡길 125-1,,35.0,20.0,128.6794617,35.63930039,20231200000000.0,,,A02,A0201,A02010700,12,89,85
1600967,학당서원,전북특별자치도 김제시 백산면 생건길 48,(백산면),37.0,3.0,126.8902565,35.83182174,20240100000000.0,,,A02,A0201,A02010700,12,58,88
2716135,학도병충혼탑,강원특별자치도 태백시 장성로 265,(장성동),32.0,14.0,129.0192146,37.0970187,20230900000000.0,,,A02,A0205,A02050200,12,94,116
485684,학도암(서울),서울특별시 노원구 중계로14다길 89,,1.0,9.0,127.0897584,37.65199354,20230400000000.0,http://tong.visitkorea.or.kr/cms/resource/39/2030339_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2030339_image3_1.jpg,A02,A0201,A02010800,12,61,128
3007704,학동 내촐 유채꽃밭,경상남도 거제시 동부면 학동리,627-1,36.0,1.0,128.6371251,34.76623649,20240700000000.0,,,A01,A0101,A01010500,12,89,65
2754735,학동공원,서울특별시 강남구 논현동 279-75,,1.0,1.0,127.0237183,37.5156082,20230100000000.0,,,A02,A0202,A02020700,12,60,125
129078,학동마을,경상남도 거제시 동부면 학동6길 18-1,,36.0,1.0,128.6402552,34.77329965,20240600000000.0,,,B02,B0201,B02011000,12,89,66
127658,학동흑진주몽돌해변,경상남도 거제시 동부면 학동6길 18-1,,36.0,1.0,128.6402496,34.77332742,20240700000000.0,,,A01,A0101,A01011200,12,89,66
2775565,학리항(학리방파제),부산광역시 기장군 일광면 학리 251-13,,6.0,3.0,129.2477531,35.25997301,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/27/3334627_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3334627_image3_1.jpg,A01,A0101,A01011400,12,100,77
2551130,학림사,충청남도 공주시 반포면 제석골길 67,,34.0,1.0,127.2474466,36.36498652,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/30/3338530_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/3338530_image3_1.JPG,A02,A0201,A02010800,12,64,100
485687,학림사(세종),세종특별자치시 연서면 와룡로 353,,8.0,1.0,127.2462185,36.58435858,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/88/3342788_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/88/3342788_image3_1.JPG,A02,A0201,A02010800,12,64,104
2715992,학무정,강원특별자치도 속초시 도문동 33-1,,32.0,5.0,128.5497909,38.16437517,20230700000000.0,,,A02,A0201,A02010700,12,85,139
485688,학방암,경상남도 하동군 양보면 상고개로 377-59,,36.0,18.0,127.8730256,35.06468671,20230300000000.0,,,A02,A0201,A02010800,12,75,72
129001,학사평 콩꽃마을 순두부촌,강원특별자치도 속초시 원암학사평길 142,(노학동),32.0,5.0,128.5234558,38.20603092,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/27/2732927_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2732927_image3_1.jpg,A02,A0203,A02030100,12,85,140
2744445,학산공원,대구광역시 달서구 월성동 산10-1,,4.0,2.0,128.5383411,35.82815978,20240400000000.0,http://tong.visitkorea.or.kr/cms/resource/85/2745485_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/85/2745485_image2_1.JPG,A01,A0101,A01010500,12,87,89
1621611,학산사,광주광역시 서구 불암길 82-100,(서창동),5.0,5.0,126.8393155,35.10917225,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/34/1587734_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1587734_image3_1.jpg,A02,A0201,A02010700,12,57,72
1955841,학산서원,울산광역시 중구 신기16길 15,(태화동),7.0,1.0,129.2955212,35.55407978,20230300000000.0,http://tong.visitkorea.or.kr/cms/resource/66/2953166_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2953166_image3_1.jpg,A02,A0201,A02010700,12,100,83
1959413,학삼서원,경상북도 포항시 남구 장기면 학삼길 51-3,,35.0,23.0,129.4929323,35.92513061,20240100000000.0,,,A02,A0201,A02010700,12,104,91
485689,학서암,전라남도 완도군 생일면 생일로601번길 23-230,,38.0,18.0,126.9867523,34.32687091,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/19/2749419_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2749419_image3_1.jpg,A02,A0201,A02010800,12,60,55
485690,학선암,전북특별자치도 김제시 금산면 구성3길 522,,37.0,3.0,127.0216915,35.74411453,20240100000000.0,,,A02,A0201,A02010800,12,60,86
128211,학성공원,울산광역시 중구 학성공원3길 54,(학성동),7.0,1.0,129.3393424,35.5545,20230300000000.0,http://tong.visitkorea.or.kr/cms/resource/95/2449095_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2449095_image3_1.jpg,A02,A0202,A02020700,12,101,83
705463,학소대,대구광역시 군위군 고로면 화북리,(인각사 건너편),4.0,9.0,128.7770506,36.12428898,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/66/2536266_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/66/2536266_image2_1.jpg,A01,A0102,A01020200,12,91,95
485691,학소암(전주),전북특별자치도 전주시 완산구 평화7길 49-67 (평화동2가),,37.0,12.0,127.1455377,35.78677293,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/60/1605560_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1605560_image3_1.jpg,A02,A0201,A02010800,12,62,87
2753668,학암포선착장,충청남도 태안군 원북면 방갈리 515-241,,34.0,14.0,126.2063539,36.90211497,20231100000000.0,,,A01,A0101,A01011400,12,46,111
127917,학암포해수욕장,충청남도 태안군 원북면 옥파로 1163-27,,34.0,14.0,126.2041236,36.89884587,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/45/3340745_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3340745_image3_1.jpg,A01,A0101,A01011200,12,46,111
2738405,학운공원,경기도 안양시 동안구 학의로 71,(비산동),31.0,17.0,126.9472925,37.39890371,20231000000000.0,http://tong.visitkorea.or.kr/cms/resource/07/2768307_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2768307_image2_1.jpg,A02,A0202,A02020700,12,58,122
2754462,학익에코테마파크,인천광역시 중구 서해대로94번길 93,(신흥동3가),2.0,10.0,126.6286122,37.43531605,20230800000000.0,http://tong.visitkorea.or.kr/cms/resource/83/2781083_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/83/2781083_image2_1.png,A02,A0202,A02020700,12,53,123
2568557,학저수지,강원특별자치도 철원군 동송읍 학마을길 68,,32.0,12.0,127.2222295,38.2300313,20230700000000.0,http://tong.visitkorea.or.kr/cms/resource/83/2567283_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2567283_image3_1.jpg,A01,A0101,A01011800,12,63,140
2756622,학전망대,경상북도 상주시 중동면 회상리 759-4,,35.0,9.0,128.2674617,36.4432321,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/15/3335515_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/3335515_image3_1.jpg,A02,A0205,A02050600,12,82,102
